X,Y,DATE,SERVICEORDERSTATUS,STREETADDRESS,ZIPCODE,WARD
-76.9959207266198,38.9262103489161,June 2020,Closed,2817 7TH STREET NE,20017,5
-77.0235175468634,38.9379152497137,June 2020,Closed,3800 NEW HAMPSHIRE AVENUE NW,20011,4
-76.9978137309242,38.8975427061357,June 2020,Closed,614 F STREET NE,20002,6
-77.0348327939121,38.9128045283514,June 2020,Closed,1501 R STREET NW,20009,2
-77.0040864728385,38.9157475383928,June 2020,Open,168 T STREET NE,20002,5
-77.0767261335171,38.9233769779337,June 2020,Closed,2519 39TH STREET NW,20007,3
-77.022681751913,38.9103074340301,June 2020,Closed,1519 8TH STREET NW,20001,6
-76.9845678782285,38.8866594126887,June 2020,Open,1427 SOUTH CAROLINA AVENUE SE,20003,6
-77.010173104254,38.9077681187813,June 2020,Closed,32 HANOVER PLACE NW,20001,5
-76.9965579027185,38.8877706641431,June 2020,Closed,662 INDEPENDENCE AVENUE SE,20003,6
-76.9854257052705,38.913457773044,June 2020,Open,1921 GALLAUDET STREET NE,20002,5
-77.0743054425088,38.9266841459776,June 2020,Closed,2809 38TH STREET NW,20007,3
-76.9231406701797,38.8910255600888,June 2020,Closed,104 55TH STREET NE,20019,7
-76.9728046669788,38.9131809432422,June 2020,Closed,2217 RAND PLACE NE,20002,5
-77.0171269323984,38.9157431114535,June 2020,Closed,330 T STREET NW,20001,1
-76.978099053944,38.8489425947531,June 2020,Open,1840 ALABAMA AVENUE SE,20020,8
-77.016827208601,38.940495119003,June 2020,Closed,4011 4TH STREET NW,20011,4
-77.0009336729386,38.8844445460029,June 2020,Closed,326 D STREET SE,20003,6
-77.0268064917753,38.9058316637804,June 2020,Closed,1017 M STREET NW,20001,2
-76.9754985315959,38.8999895313466,June 2020,Closed,1921 H STREET NE,20002,5
-76.9810384120162,38.8891199824721,June 2020,Closed,23 17TH STREET SE,20003,6
-76.9344603019103,38.8794609174301,June 2020,Closed,4630 HANNA PLACE SE,20019,7
-76.9910984297394,38.9041149763714,June 2020,Closed,1141 MORSE STREET NE,20002,5
-76.9968569638173,38.9489945245238,June 2020,Open,700 DECATUR PLACE NE,20017,5
-77.0305979766031,38.9531594113401,June 2020,Open,1313 HAMILTON STREET NW,20011,4
-77.0424256702269,38.9175923810584,June 2020,Closed,1820 CALIFORNIA STREET NW,20009,1
-76.9991368280984,38.8455017993413,June 2020,Closed,545 NEWCOMB STREET SE,20032,8
-77.0241546783676,38.939544540367,June 2020,Closed,822 SHEPHERD STREET NW,20011,4
